PMID,Title,Author,Abstract
26304223,Computational models of planning,Hector Geffner,"The selection of the action to do next is one of the central problems faced by autonomous agents. Natural and artificial systems address this problem in various ways: action responses can be hardwired, they can be learned, or they can be computed from a model of the situation, the actions, and the goals. Planning is the model-based approach to action selection and a fundamental ingredient of intelligent behavior in both humans and machines. Planning, however, is computationally hard as the consideration of all possible courses of action is not computationally feasible. The problem has been addressed by research in Artificial Intelligence that in recent years has uncovered simple but powerful computational principles that make planning feasible. The principles take the form of domain-independent methods for computing heuristics or appraisals that enable the effective generation of goal-directed behavior even over huge spaces. In this paper, we look at several planning models, at methods that have been shown to scale up to large problems, and at what these methods may suggest about the human mind. WIREs Cogn Sci 2013, 4:341-356. doi: 10.1002/wcs.1233 The authors have declared no conflicts of interest for this article. For further resources related to this article, please visit the WIREs website."
25664281,Exploratory Analysis in Time-Varying Data Sets: a Healthcare Network Application,Narine Manukyan,"We introduce a new method for exploratory analysis of large data sets with time-varying features, where the aim is to automatically discover novel relationships between features (over some time period) that are predictive of any of a number of time-varying outcomes (over some other time period). Using a genetic algorithm, we co-evolve (i) a subset of predictive features, (ii) which attribute will be predicted (iii) the time period over which to assess the predictive features, and (iv) the time period over which to assess the predicted attribute. After validating the method on 15 synthetic test problems, we used the approach for exploratory analysis of a large healthcare network data set. We discovered a strong association, with 100% sensitivity, between hospital participation in multi-institutional quality improvement collaboratives during or before 2002, and changes in the risk-adjusted rates of mortality and morbidity observed after a 1-2 year lag. The proposed approach is a potentially powerful and general tool for exploratory analysis of a wide range of time-series data sets."
25486829,Emotional intelligence and oscillatory responses on the emotional facial expressions],G G Kniazev,"Emotional intelligence-related differences in oscillatory responses to emotional facial expressions were investigated in 48 subjects (26 men and 22 women) in age 18-30 years. Participants were instructed to evaluate emotional expression (angry, happy and neutral) of each presented face on an analog scale ranging from -100 (very hostile) to + 100 (very friendly). High emotional intelligence (EI) participants were found to be more sensitive to the emotional content of the stimuli. It showed up both in their subjective evaluation of the stimuli and in a stronger EEG theta synchronization at an earlier (between 100 and 500 ms after face presentation) processing stage. Source localization using sLORETA showed that this effect was localized in the fusiform gyrus upon the presentation of angry faces and in the posterior cingulate gyrus upon the presentation of happy faces. At a later processing stage (500-870 ms) event-related theta synchronization in high emotional intelligence subject was higher in the left prefrontal cortex upon the presentation of happy faces, but it was lower in the anterior cingulate cortex upon presentation of angry faces. This suggests the existence of a mechanism that can be selectively increase the positive emotions and reduce negative emotions."
23807768,"Behavioral problems in school-aged hearing-impaired children: the influence of sociodemographic, linguistic, and medical factors",Stephanie C P M Theunissen,"The purpose of this study was to examine several behavioral problems in school-aged hearing-impaired children with hearing aids or cochlear implants, compared to normally hearing children. Additionally, we wanted to investigate which sociodemographic, linguistic, and medical factors contributed to the level of behavioral problems, to pinpoint where targeted interventions can take place. This large, retrospective study included a sample of 261 school-aged children (mean age = 11.8 years, SD = 1.6), that consisted of three age- and gender-matched subgroups: 75 with hearing aids, 57 with cochlear implants, and 129 normally hearing controls. Self- and parent-reports concerning reactive and proactive aggression, delinquency, and symptoms of psychopathy, attention deficit hyperactivity disorder, oppositional defiant disorder, and conduct disorder were used. In addition, several language and intelligence tests were administered. Hearing-impaired children showed significantly more proactive aggression, symptoms of psychopathy, attention deficit hyperactivity disorder, oppositional defiant disorder, and conduct disorder than their normally hearing peers. More behavioral problems were associated with special schools for the deaf, sign (-supported) language, hearing aids (in contrast to cochlear implants), higher age, male gender, lower socioeconomic status, lower intelligence, and delayed language development. Hearing-impaired children face multiple problems regarding their behavior. The outcomes implicate that professionals should be aware of the higher risk of developing behavioral problems, in order to screen, detect, and treat in time. Furthermore, the associated risk and protective factors emphasize that clinicians must always consider the heterogeneity of the group of hearing-impaired children, in order to help and support the individual patient."
23807237,Intact emotion-cognition interaction in schizophrenia patients and first-degree relatives: evidence from an emotional antisaccade task,Désirée S Aichert,"Schizophrenia patients have deficits in cognitive control as well as in a number of emotional domains. The antisaccade task is a measure of cognitive control that requires the inhibition of a reflex-like eye movement to a peripheral stimulus. Antisaccade performance has been shown to be modulated by the emotional content of the peripheral stimuli, with emotional stimuli leading to higher error rates than neutral stimuli, reflecting an implicit emotion processing effect. The aim of the present study was to investigate the impact on antisaccade performance of threat-related emotional facial stimuli in schizophrenia patients, first-degree relatives of schizophrenia patients and healthy controls. Fifteen patients, 22 relatives and 26 controls, matched for gender, age and verbal intelligence, carried out an antisaccade task with pictures of faces displaying disgusted, fearful and neutral expressions as peripheral stimuli. We observed higher antisaccade error rates in schizophrenia patients compared to first-degree relatives and controls. Relatives and controls did not differ significantly from each other. Antisaccade error rate was influenced by the emotional nature of the stimuli: participants had higher antisaccade error rates in response to fearful faces compared to neutral and disgusted faces. As this emotional influence on cognitive control did not differ between groups we conclude that implicit processing of emotional faces is intact in patients with schizophrenia and those at risk for the illness."
23806814,Using machine learning for improving knowledge on antibacterial effect of bioactive glass,M M Echezarreta-López,"The aim of this work was to find relationships between critical bioactive glass characteristics and their antibacterial behaviour using an artificial intelligence tool. A large dataset including ingredients and process variables of the bioactive glasses production, bacterial characteristics and microbiological experimental conditions was generated from literature and analyzed by neurofuzzy logic technology. Our findings allow an explanation on the variability in antibacterial behaviour found by different authors and to obtain general conclusions about critical parameters of bioactive glasses to be considered in order to achieve activity against some of the most common skin and implant surgery pathogens."
23806283,On some recent insights in Integral Biomathics,Plamen L Simeonov,This paper summarizes the results in Integral Biomathics obtained to this moment and provides an outlook for future research in the field.
23806085,Comparison between β-thalassemia minor and normal individuals using the Wechsler Adult Intelligence Scale,Nasser Zangiabadi,"The present study aimed at investigating and comparing patients suffering from β-thalassemia (β-thal) minor with normal individuals in regard to their performances in the short version of the Wechsler Adult Intelligence Scale (WAIS) test. Patients with β-thal minor are carriers of β-thal genes. They have mild microcytic and hypochromic anemia and are usually asymptomatic. In this cross-sectional study, a total of 60 individuals were divided into two equal groups of β-thal minor and normal subjects; they were then studied by the WAIS subscales. The mean performance scores of the normal group in the subtests of arithmetic and vocabulary (p <0.01) and picture completion (p <0.05) were higher than those of the thalassemia group. The mean performance score and ability of the normal group on the verbal scale was higher in comparison to the thalassemia group (p <0.05), while on the non verbal scale, there was no significant difference between the two groups. It can be concluded that β-thal minor negatively influences verbal fluency, reasoning and conceptualization, and sequencing tasks, perceptual skill, prediction of social situations and abstract thinking."
23805178,Phrasal Paraphrase Based Question Reformulation for Archived Question Retrieval,Yu Zhang,"Lexical gap in cQA search, resulted by the variability of languages, has been recognized as an important and widespread phenomenon. To address the problem, this paper presents a question reformulation scheme to enhance the question retrieval model by fully exploring the intelligence of paraphrase in phrase-level. It compensates for the existing paraphrasing research in a suitable granularity, which either falls into fine-grained lexical-level or coarse-grained sentence-level. Given a question in natural language, our scheme first detects the involved key-phrases by jointly integrating the corpus-dependent knowledge and question-aware cues. Next, it automatically extracts the paraphrases for each identified key-phrase utilizing multiple online translation engines, and then selects the most relevant reformulations from a large group of question rewrites, which is formed by full permutation and combination of the generated paraphrases. Extensive evaluations on a real world data set demonstrate that our model is able to characterize the complex questions and achieves promising performance as compared to the state-of-the-art methods."
23805030,Algorithmic requirements for swarm intelligence in differently coupled collective systems,Jürgen Stradner,"Swarm systems are based on intermediate connectivity between individuals and dynamic neighborhoods. In natural swarms self-organizing principles bring their agents to that favorable level of connectivity. They serve as interesting sources of inspiration for control algorithms in swarm robotics on the one hand, and in modular robotics on the other hand. In this paper we demonstrate and compare a set of bio-inspired algorithms that are used to control the collective behavior of swarms and modular systems: BEECLUST, AHHS (hormone controllers), FGRN (fractal genetic regulatory networks), and VE (virtual embryogenesis). We demonstrate how such bio-inspired control paradigms bring their host systems to a level of intermediate connectivity, what delivers sufficient robustness to these systems for collective decentralized control. In parallel, these algorithms allow sufficient volatility of shared information within these systems to help preventing local optima and deadlock situations, this way keeping those systems flexible and adaptive in dynamic non-deterministic environments."
23803884,Long-term effects of LCPUFA supplementation on childhood cognitive outcomes,John Colombo,"Background: The effect of long-chain polyunsaturated fatty acid (LCPUFA) intake on cognitive development is controversial. Most randomized trials have assessed cognition at 18 mo, although significant development of cognitive abilities (early executive function) emerge later. Objective: The objective was to evaluate cognition beyond 18 mo and longitudinal cognitive change from 18 mo to 6 y in children who were fed variable amounts of docosahexaenoic acid (0.32%, 0.64%, and 0.96% of total fatty acids) and arachidonic acid (ARA; 0.64%) compared with children who were not fed LCPUFA as infants. Design: Eighty-one children (19 placebo, 62 LCPUFA) who participated in a double-blind, randomized trial of LCPUFA supplementation as infants were re-enrolled at 18 mo and tested every 6 mo until 6 y on age-appropriate standardized and specific cognitive tests. Results: LCPUFA supplementation did not influence performance on standardized tests of language and performance at 18 mo; however, significant positive effects were observed from 3 to 5 y on rule-learning and inhibition tasks, the Peabody Picture Vocabulary Test at 5 y, and the Weschler Primary Preschool Scales of Intelligence at 6 y. Effects of LCPUFAs were not found on tasks of spatial memory, simple inhibition, or advanced problem solving. Conclusions: The data from this relatively small trial suggest that, although the effects of LCPUFAs may not always be evident on standardized developmental tasks at 18 mo, significant effects may emerge later on more specific or fine-grained tasks. The results imply that studies of nutrition and cognitive development should be powered to continue through early childhood. This parent trial was registered at clinicaltrials.gov as NCT00266825."
23803689,Electrophysiological indices of response inhibition in human polydrug users,C A Roberts,"Previous research in ecstasy users suggests impairment of various executive functions. In general, the executive function of response inhibition appears unaffected by ecstasy use. Nonetheless, it remains a possibility that cognitive tasks alone are not sensitive enough to pick up subtle changes in function. The current study sought to investigate behavioural measures of response inhibition and their electrophysiological correlates in drug users. Twenty ecstasy polydrug users, 20 non-ecstasy polydrug users and 20 drug naïve controls were recruited. Participants completed questionnaires about their background drug use, sleep quality, fluid intelligence and mood state. Each individual also completed a Go/NoGo response inhibition task whilst electroencephalography (EEG) measures were recorded. Analysis of variance (ANOVA) revealed that there were no between-group differences on the behavioural measure of response inhibition. Multivariate analysis of variance (MANOVA) revealed no main effect of group across midline electrodes for the P3, N2 and P2 components. Univariate ANOVA revealed significant between-group differences in the P2 component with the ecstasy user group having a significantly higher mean amplitude than drug naïve controls at two midline frontal electrodes: at Fz and significantly higher mean amplitude than both control groups at FCz. The present study provides evidence of atypical early processing in ecstasy users that is suggestive of compensatory mechanisms ameliorating any behavioural differences."
23802509,Association of eveningness with problem behavior in children: a mediating role of impaired sleep,Kristiaan B van der Heijden,"Eveningness, the preference of being active during the evening in contrast to the morning, has been associated with markedly increased problem behavior in adolescents; however, the underlying mechanisms are still not understood. This study investigates the association of eveningness with behavior and cognition in children aged 7-12 yrs, and explores the potential mediating role of a variety of sleep factors. Parents of 333 school-aged children (mean age=9.97 yrs; 55% girls) completed a sleep log and several questionnaires regarding eveningness, sleep habits, and behavioral problems. Intellectual abilities, working memory, and attention were assessed using the short-form of the Wechsler Intelligence Scale for Children (WISC) and subtasks of the Amsterdam Neuropsychological Tasks. Results showed that eveningness predicted behavioral problems over and above the effects of demographic variables (age, sex, and familial socioeconomic status) (p=0.003). Significant partial correlation was found for eveningness and sleep duration during weekdays (p=0.005), and not during weekends. Furthermore, evening orientation was associated with a reduced rested feeling on weekday mornings (p<0.001), but not on weekends. The most important sleep characteristic showing association with many cognitive and behavioral measures was the subjective feeling upon awakening-particularly during weekdays. Bootstrap mediation analyses demonstrated that sleep significantly mediated the effects of eveningness on behavioral problems, working memory, and sustained attention. Interestingly, mediation was only significant through the subjective feeling upon awakening on weekdays. The current findings indicate that the subjective feeling upon awakening is a much better predictor of daytime problems than subjective sleep quantity. Furthermore, the data suggest that negative outcomes in evening types are due to the fact that they wake up before their circadian drive for arousal and prior to complete dissipation of sleep pressure during weekdays. Interventions that target the misalignment of endogenous circadian rhythms and imposed rhythms are discussed."
23802123,Emotional intelligence correlates with functional responses to dynamic changes in facial trustworthiness,William D S Killgore,"Emotional intelligence (EI) refers to a constellation of traits, competencies, or abilities that allow individuals to understand emotional information and successfully navigate and solve social/emotional problems. While little is known about the neurobiological substrates that underlie EI, some evidence suggests that these capacities may involve a core neurocircuitry involved in emotional decision-making that includes the ventromedial prefrontal cortex (vmPFC), anterior cingulate cortex (ACC), insula, and amygdala. In a sample of 39 healthy volunteers (22 men; 17 women), scores on the Bar-On EQ-i (a trait/mixed model of EI) and Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT; an ability model of EI) were correlated with functional magnetic resonance imaging responses during brief presentations of moving facial expressions that changed in the level of perceived trustworthiness. Core emotion neurocircuitry was responsive to dynamic changes in facial features, regardless of whether they reflected increases or decreases in apparent trustworthiness. In response to facial movements indicating decreasing trustworthiness, MSCEIT correlated positively with functional responses of the vmPFC and rostral ACC, whereas the EQ-i was unrelated to regional activation. Systematic differences in EI ability appear to be significantly related to the responsiveness of the vmPFC and rostral ACC to facial movements suggesting potential trustworthiness."
23801955,The largest human cognitive performance dataset reveals insights into the effects of lifestyle factors and aging,Daniel A Sternberg,"Making new breakthroughs in understanding the processes underlying human cognition may depend on the availability of very large datasets that have not historically existed in psychology and neuroscience. Lumosity is a web-based cognitive training platform that has grown to include over 600 million cognitive training task results from over 35 million individuals, comprising the largest existing dataset of human cognitive performance. As part of the Human Cognition Project, Lumosity's collaborative research program to understand the human mind, Lumos Labs researchers and external research collaborators have begun to explore this dataset in order uncover novel insights about the correlates of cognitive performance. This paper presents two preliminary demonstrations of some of the kinds of questions that can be examined with the dataset. The first example focuses on replicating known findings relating lifestyle factors to baseline cognitive performance in a demographically diverse, healthy population at a much larger scale than has previously been available. The second example examines a question that would likely be very difficult to study in laboratory-based and existing online experimental research approaches at a large scale: specifically, how learning ability for different types of cognitive tasks changes with age. We hope that these examples will provoke the imagination of researchers who are interested in collaborating to answer fundamental questions about human cognitive performance."
23801937,Mucopolysaccharidosis Type II and the G374sp Mutation,E Martínez-Quintana,"Mucopolysaccharidosis type II (MPS II), also known as Hunter syndrome, is a rare, X-linked disease caused by a deficiency of the lysosomal enzyme iduronate-2-sulfatase, which catalyses a step in the catabolism of glycosaminoglycans resulting in accumulation of heparan and dermatan sulfate in many organs and tissues. This accumulation favors the appearance of neurologic involvement, severe airway obstruction, skeletal deformities, and cardiomyopathy, especially mitral and aortic valve regurgitation. In severe cases, obstructive airway disease and cardiac failure due to valvular dysfunction are the most common causes of death within the second decade of life. However, in mild cases, intelligence remains normal, stature is almost normal and death usually occurs due to cardiac failure in the fourth decade of life. We report the presentation, diagnosis, management, and outcome of 2 siblings with MPS II and the G374sp mutation at the nucleotide c.1246 of the gene encoding for the iduronate-2-sulfatase."
23800432,Estimated costs of malingered disability,Michael Chafetz,"The feigning of disabling illness for the purpose of disability compensation, or ""malingering,"" is common in Social Security Disability examinations, occurring in 45.8%-59.7% of adult cases. In this study, we estimated the costs of malingering based on mental disorder data published by the Social Security Administration. At the most widely accepted base rate of malingering in medicolegal cases involving external incentive, costs were high, totaling $20.02 billion in 2011 for adult mental disorder claimants. Moreover, these figures clearly underestimate the costs of the larger problem with feigned disability in both adults and children. We urge a change in Social Security policies to allow the use of validity testing in the examination for disability claims."
23800273,Episodic memory retrieval for story characters in high-functioning autism,Hidetsugu Komeda,"Background: The objective of this study was to examine differences in episodic memory retrieval between individuals with autism spectrum disorder (ASD) and typically developing (TD) individuals. Previous studies have shown that personality similarities between readers and characters facilitated reading comprehension. Highly extraverted participants read stories featuring extraverted protagonists more easily and judged the outcomes of such stories more rapidly than did less extraverted participants. Similarly, highly neurotic participants judged the outcomes of stories with neurotic protagonists more rapidly than did participants with low levels of neuroticism. However, the impact of the similarity effect on memory retrieval remains unclear. This study tested our 'similarity hypothesis', namely that memory retrieval is enhanced when readers with ASD and TD readers read stories featuring protagonists with ASD and with characteristics associated with TD individuals, respectively. Methods: Eighteen Japanese individuals (one female) with high-functioning ASD (aged 17 to 40 years) and 17 age- and intelligence quotient (IQ)-matched Japanese (one female) TD participants (aged 22 to 40 years) read 24 stories; 12 stories featured protagonists with ASD characteristics, and the other 12 featured TD protagonists. Participants read a single sentence at a time and pressed a spacebar to advance to the next sentence. After reading all 24 stories, they were asked to complete a recognition task about the target sentence in each story. Results: To investigate episodic memory in ASD, we analyzed encoding based on the reading times for and readability of the stories and retrieval processes based on the accuracy of and response times for sentence recognition. Although the results showed no differences between ASD and TD groups in encoding processes, they did reveal inter-group differences in memory retrieval. Although individuals with ASD demonstrated the same level of accuracy as did TD individuals, their patterns of memory retrieval differed with respect to response times. Conclusions: Individuals with ASD more effectively retrieved ASD-congruent than ASD-incongruent sentences, and TD individuals retrieved stories with TD more effectively than stories with ASD protagonists. Thus, similarity between reader and story character had different effects on memory retrieval in the ASD and TD groups."
23798624,Pune low birth weight study - birth to adulthood - cognitive development,Sudha Chaudhari,"Objective: To assess the cognitive development of non-handicapped low birth weight (LBW) infants at 18 years. Design: Prospective cohort study. Setting: Infants born between 1987 - 1989 with birth weight less than 2000 g and discharged from a neonatal special care unit were followed up till the age of 18 years. Methods: The intelligence quotient (IQ) was determined by Ravens progressive matrices. Assessment of adjustment and aptitude was done. Results: The cohort of 161 LBW infants was divided into three groups according to their gestation - preterm SGA (n=61), full term SGA (n=30) and preterm AGA (n=70). 71 full term AGA infants served as controls. The IQ of the study group (Percentile 39.3) was significantly lower than that of controls (Percentile 54.9) (P=0.002). Preterm SGA subjects had the lowest IQ (Percentile 35.5), though just within normal limits. Males from the study group had significantly lower IQ than male controls (P=0.03). The IQ of PTSGA subjects of college educated mothers (P=0.004) and belonging to higher socio-economic class (P=0.04) was significantly higher. On the differential aptitude test, PTSGA subjects were poor in speed and mechanical reasoning. The 18 year IQ could be best predicted by IQ at 6 and 12 years. Conclusion: Preterm SGA children have the lowest IQ at 18 years, males have lower IQ. Maternal education and socio-economic status have great impact on cognitive development. Good prediction of the 18 year IQ can be done by the 6 and 12 year IQ."
23798232,Intelligence and neurocognitive tests among students living in a industrialized region of Sardinia with relatively low blood levels of lead],Plinio Carta,"In several recent epidemiological studies blood lead levels (BLLs) even below the current CDC intervention level of 10 microg/dl have been associated with reduced neurocognitive capacities of children, with no clear evidence of a ""safe"" threshold. We analyzed the relationship between the BLLs and the neurocognitive capacities of 205 Sardinian students aged 11 to 15 years, using 2 tests of the Swedish Performance Evaluating System (SPES) and the full-scale Intelligence Quotient (IQ) derived from the Wechsler Intelligence Scale for Children (WISC). The studied population included 104 children (61 males and 43 females) living in Portoscuso, a town 2 Km far from a lead smelter (mean BLLs: 5.98 +/- 2.2; max 11.5 microg/dl), and 101 age-matched students (55 males and 46 females) living in Sant'Antioco, a town about 20 Km far from the same smelter (mean BLLs: 2.08 +/- 0.8; max 4.5 microg/dl). Subjects with BLLs above 4 microg/dl performed worse in the SPES tests and scored about 5.0 points less on the full-scale IQ compared to the students with lower BLLs. The adjusted regression coefficients derived from the multivariate analysis showed that higher BLLs were significantly associated with worse performances in the SPES tests and with reduced IQ (0.94 points for each microg/dl of BLL). This study confirms the potential neurotoxicity of low-levels of lead suggesting the need of lowering the actual CDC ""limit of concern"" for children to values lower than 4 microg/dl, improving at the same time the environmental primary prevention for limiting the lead exposure of subjects living near the lead smelter."
23798014,Neuropsychological outcomes in fatty acid oxidation disorders: 85 cases detected by newborn screening,Susan E Waisbren,"Mitochondrial fatty acid oxidation disorders include conditions in which the transport of activated acyl-Coenzyme A (CoA) into the mitochondria or utilization of these substrates is disrupted or blocked. This results in a deficit in the conversion of fat into energy. Most patients with fatty acid oxidation defects are now identified through newborn screening by tandem mass spectrometry. With earlier identification and preventative treatments, mortality and morbidity rates have improved. However, in the absence of severe health and neurological effects from these disorders, subtle developmental delays or neuropsychological deficits have been noted. Medical records were reviewed to identify outcomes in 85 children with FAOD's diagnosed through newborn screening and followed at one metabolic center. Overall, 54% of these children identified through newborn screening experienced developmental challenges. Speech delay or relative weakness in language was noted in 26 children (31%) and motor delays were noted in 24 children (29%). The majority of the 46 children receiving psychological evaluations performed well within the average range, with only 11% scoring <85 on developmental or intelligence tests. These results highlight the importance of screening children with fatty acid oxidation disorders to identify those with language, motor, or cognitive delay. Although expanded newborn screening dramatically changes the health and developmental outcomes in many children with fatty acid oxidation disorders, it also complicates the interpretation of biochemical and molecular findings and raises questions about the effectiveness or necessity of treatment in a large number of cases. Only by systematically evaluating developmental and neuropsychological outcomes using standardized methods will the true implications of newborn screening, laboratory results, and treatments for neurocognitive outcome in these disorders become clear."
23796861,Epileptic spasms in tuberous sclerosis complex,David T Hsieh,"Purpose: To characterize epileptic spasms (ES) occurring after the age of two years in patients with tuberous sclerosis complex (TSC), particularly treatment response to vigabatrin (VGB), which is extremely effective for infantile spasms (IS) in TSC. Methods: The authors retrospectively reviewed 19 patients with TSC and ES. Medical records were assessed for clinical and treatment data, neurocognitive, EEG, MRI data, and genetic analyses. Results: Of 391 patients with TSC, 19 (4.8%) had ES. Of those with detailed clinical data, six had infantile spasms that persisted after 2 years old, six recurred after an initial remission of infantile spasms (range 2-24 years old), and four occurred de novo over the age of two (range 2-20 years old). All concurrently had other seizure types. One had hypsarrhythmia on EEG. All had brain MRI stigmata typical of TSC. Thirteen had a mutation in TSC2, and one in TSC1. Six patients became spasm-free with medication treatment, including four with VGB, one with VGB in combination with the low glycemic index dietary treatment, and one with felbamate. Five became spasm-free after epilepsy surgery. VGB was not effective for seven patients. The majority continued to have refractory epilepsy. Conclusions: ES are not uncommon in patients with TSC, especially those with TSC2 mutations. ES in TSC occur in the setting of other seizure types and refractory epilepsy. Hypsarrhythmia is rare. VGB can be effective, but the success of VGB for ES in TSC is not equivalent to that of IS in TSC."
23795956,The Undergraduate Medical and Health Sciences Admissions Test: what is it measuring?,Barbara Griffin,"Background: The Undergraduate Medical and Health Sciences Admissions Test (UMAT) is used to select medical students in Australia and New Zealand but empirical evidence of its construct validity has never been reported. Aims: To identify the underlying constructs assessed in each of the three sections of the UMAT. Based on conclusions from an early qualitative study (Mercer & Chiavaroli 2006), it was expected that Section 1 scores would correlate with scores obtained from standard measures of cognitive ability (verbal and numeric reasoning), Section 2 scores would correlate with emotional intelligence, and Section 3 scores would be most strongly related to abstract or non-verbal reasoning ability. Method: Final year high school students (n = 432) completed tests of numerical, verbal, and non-verbal cognitive ability, and emotional intelligence. Correlations and multiple regressions assessed the relationship of these tests with scores on each section of the UMAT. Results: UMAT Section 1 was significantly related to verbal, non-verbal, and numerical reasoning tests. Section 2 was significantly related to emotional intelligence and verbal reasoning, but the majority of variance in this section's scores remained unexplained. Section 3 scores significantly correlated with non-verbal and numerical reasoning. Conclusions: The UMAT Sections 1 and 3 appear to be tests of cognitive abilities. Further research is required to identify the constructs being measured by Section 2."
23795918,"Openness to experience, intellect, and cognitive ability",Colin G DeYoung,"An instrument designed to separate 2 midlevel traits within each of the Big Five (the Big Five Aspect Scales [BFAS]) was used to clarify the relation of personality to cognitive ability. The BFAS measures Openness to Experience and Intellect as separate (although related) traits, and refers to the broader Big Five trait as Openness/Intellect. In 2 samples (N = 125 and 189), Intellect was independently associated with general intelligence (g) and with verbal and nonverbal intelligence about equally. Openness was independently associated only with verbal intelligence. Implications of these findings are discussed for the empirical and conceptual relations of intelligence to personality and for the mechanisms potentially underlying both Openness/Intellect and cognitive ability."
23795254,Comparing response inhibition and flexibility for two components of executive functioning in children with autism spectrum disorder and normal children,Fatemeh Pooragha,"Objective: The aim of this study was investigating and comparing two components of executive functioning in children with high function autism with normal children. Methods: This study was correlation descriptive (causal-comparative). There were two groups, one consisted of 15 participants of children with high function autism disorder (Intelligence quotient [IQ]>80) and the other consisted of 15 normal children, all age and education matched. They were compared with two neuro-cognitive tests, Color Word Stroop and Wisconsin Card Sorting, and one IQ test called Ravens Progressive Matrices test. Findings: Analysis of data showed significant difference in both executive functionings, response inhibition (Stroop) and flexibility (Wisconsin Card Sorting) between normal children and children with autism disorder, but there was no significant relation between age and IQ and executive functioning in children with autism. Conclusion: The results showed that children with autism disorder have deficits in executive functions regardless of their IQ level and it can be attributed to the symptoms of autism spectrum disorders."
23793669,Evidence-based commissioning in the English NHS: who uses which sources of evidence? A survey 2010/2011,Aileen Clarke,"Objectives: To investigate types of evidence used by healthcare commissioners when making decisions and whether decisions were influenced by commissioners' experience, personal characteristics or role at work. Design: Cross-sectional survey of 345 National Health Service (NHS) staff members. Setting: The study was conducted across 11 English Primary Care Trusts between 2010 and 2011. Participants: A total of 440 staff involved in commissioning decisions and employed at NHS band 7 or above were invited to participate in the study. Of those, 345 (78%) completed all or a part of the survey. Main outcome measures: Participants were asked to rate how important different sources of evidence (empirical or practical) were in a recent decision that had been made. Backwards stepwise logistic regression analyses were undertaken to assess the contributions of age, gender and professional background, as well as the years of experience in NHS commissioning, pay grade and work role. Results: The extent to which empirical evidence was used for commissioning decisions in the NHS varied according to the professional background. Only 50% of respondents stated that clinical guidelines and cost-effectiveness evidence were important for healthcare decisions. Respondents were more likely to report use of empirical evidence if they worked in Public Health in comparison to other departments (p<0.0005, commissioning and contracts OR 0.32, 95%CI 0.18 to 0.57, finance OR 0.19, 95%CI 0.05 to 0.78, other departments OR 0.35, 95%CI 0.17 to 0.71) or if they were female (OR 1.8 95% CI 1.01 to 3.1) rather than male. Respondents were more likely to report use of practical evidence if they were more senior within the organisation (pay grade 8b or higher OR 2.7, 95%CI 1.4 to 5.3, p=0.004 in comparison to lower pay grades). Conclusions: Those trained in Public Health appeared more likely to use external empirical evidence while those at higher pay scales were more likely to use practical evidence when making commissioning decisions. Clearly, National Institute for Clinical Excellence (NICE) guidance and government publications (eg, National Service Frameworks) are important for decision-making, but practical sources of evidence such as local intelligence, benchmarking data and expert advice are also influential. New Clinical Commissioning Groups will need a variety of different evidence sources and expert involvement to ensure that effective decisions are made for their populations."
23789866,A preliminary investigation of moral reasoning and empathy after traumatic brain injury in adolescents,M H Beauchamp,"Primary objective: Traumatic brain injury (TBI) sustained during childhood can affect a number of socio-cognitive skills; however, little attention has focused on the integrity of moral reasoning in the assessment of post-TBI social sequelae and the role of empathy and intelligence on moral maturity. Research design: In a quasi-experimental, cross-sectional research design, moral reasoning maturity and empathy in adolescents with mild-to-severe TBI (n = 25) were compared to typically-developing peers (n = 66). Methods and procedures: Participants were administered the So-Moral and So-Mature, tasks of socio-moral reasoning and maturity, the Index of Empathy for Children and Adolescents, the Wechsler Abbreviated Scale of Intelligence and a demographic questionnaire. Main outcomes and results: Participants with TBI had significantly lower levels of moral reasoning maturity. Further, adolescents with moderate-to-severe TBI had lower levels of empathy. Empathy correlated positively with moral reasoning abilities and, together with intellectual function, predicted a small, but significant proportion of moral reasoning outcome. Conclusions: Youth who sustained TBI during childhood have poorer moral reasoning abilities than their non-injured peers, potentially placing them at risk for poor social decision-making and socially maladaptive behaviour. This can have a significant impact on long-term social functioning."
23789352,Perception of emotions in speech. A review of psychological and physiological research],O O Kislova,"The article is a review of the general concepts and approaches in research of recognition of emotions in speech: psychological concepts, principles and methods of study and physiological data in studies on animals and human. The concepts of emotional intelligence (ability to understand and recognize emotions of other people and to understand and regulate personal emotions), emotional hearing (ability to recognize emotions in speech) are discussed, general review of the paradigms is presented. The research of brain mechanisms of speech emotions differentiation is based on the study of local injuries and dysfunctions, along with the study on healthy subjects."
23794048,Specific primer design for the polymerase chain reaction,Li-Yeh Chuang,"The design of primers has a major impact on the success of PCR in relation to the specificity and yield of the amplified product. Here, we introduce the applications of PCR as well as the definition and characteristics for PCR primer design. Recent primer design tools based on Primer3, along with several computational intelligence-based primer design methods which have been applied in primer design, are also reviewed. In addition, characteristics of population-based methods used in primer design are discussed in detail."
