PMID,Title,Author,Abstract
32704419,Applications of Artificial Intelligence to Electronic Health Record Data in Ophthalmology,Wei-Chun Lin,"Widespread adoption of electronic health records (EHRs) has resulted in the collection of massive amounts of clinical data. In ophthalmology in particular, the volume range of data captured in EHR systems has been growing rapidly. Yet making effective secondary use of this EHR data for improving patient care and facilitating clinical decision-making has remained challenging due to the complexity and heterogeneity of these data. Artificial intelligence (AI) techniques present a promising way to analyze these multimodal data sets. While AI techniques have been extensively applied to imaging data, there are a limited number of studies employing AI techniques with clinical data from the EHR. The objective of this review is to provide an overview of different AI methods applied to EHR data in the field of ophthalmology. This literature review highlights that the secondary use of EHR data has focused on glaucoma, diabetic retinopathy, age-related macular degeneration, and cataracts with the use of AI techniques. These techniques have been used to improve ocular disease diagnosis, risk assessment, and progression prediction. Techniques such as supervised machine learning, deep learning, and natural language processing were most commonly used in the articles reviewed."
32704417,Methodological Challenges of Deep Learning in Optical Coherence Tomography for Retinal Diseases: A Review,Ryan T Yanagihara,"Artificial intelligence (AI)-based automated classification and segmentation of optical coherence tomography (OCT) features have become increasingly popular. However, its 3-dimensional volumetric nature has made developing an algorithm that generalizes across all patient populations and OCT devices challenging. Several recent studies have reported high diagnostic performances of AI models; however, significant methodological challenges still exist in applying these models in real-world clinical practice. Lack of large-image datasets from multiple OCT devices, nonstandardized imaging or post-processing protocols between devices, limited graphics processing unit capabilities for exploiting 3-dimensional features, and inconsistency in the reporting metrics are major hurdles in enabling AI for OCT analyses. We discuss these issues and present possible solutions."
32704414,Explainable Machine Learning Approach as a Tool to Understand Factors Used to Select the Refractive Surgery Technique on the Expert Level,Tae Keun Yoo,"Purpose: Recently, laser refractive surgery options, including laser epithelial keratomileusis, laser in situ keratomileusis, and small incision lenticule extraction, successfully improved patients' quality of life. Evidence-based recommendation for an optimal surgery technique is valuable in increasing patient satisfaction. We developed an interpretable multiclass machine learning model that selects the laser surgery option on the expert level. Methods: A multiclass XGBoost model was constructed to classify patients into four categories including laser epithelial keratomileusis, laser in situ keratomileusis, small incision lenticule extraction, and contraindication groups. The analysis included 18,480 subjects who intended to undergo refractive surgery at the B&VIIT Eye center. Training (n = 10,561) and internal validation (n = 2640) were performed using subjects who visited between 2016 and 2017. The model was trained based on clinical decisions of highly experienced experts and ophthalmic measurements. External validation (n = 5279) was conducted using subjects who visited in 2018. The SHapley Additive ex-Planations technique was adopted to explain the output of the XGBoost model. Results: The multiclass XGBoost model exhibited an accuracy of 81.0% and 78.9% when tested on the internal and external validation datasets, respectively. The SHapley Additive ex-Planations explanations for the results were consistent with prior knowledge from ophthalmologists. The explanation from one-versus-one and one-versus-rest XGBoost classifiers was effective for easily understanding users in the multicategorical classification problem. Conclusions: This study suggests an expert-level multiclass machine learning model for selecting the refractive surgery for patients. It also provided a clinical understanding in a multiclass problem based on an explainable artificial intelligence technique. Translational relevance: Explainable machine learning exhibits a promising future for increasing the practical use of artificial intelligence in ophthalmic clinics."
32704413,A Clinician's Guide to Artificial Intelligence: How to Critically Appraise Machine Learning Studies,Livia Faes,"In recent years, there has been considerable interest in the prospect of machine learning models demonstrating expert-level diagnosis in multiple disease contexts. However, there is concern that the excitement around this field may be associated with inadequate scrutiny of methodology and insufficient adoption of scientific good practice in the studies involving artificial intelligence in health care. This article aims to empower clinicians and researchers to critically appraise studies of clinical applications of machine learning, through: (1) introducing basic machine learning concepts and nomenclature; (2) outlining key applicable principles of evidence-based medicine; and (3) highlighting some of the potential pitfalls in the design and reporting of these studies."
32704412,Insights into Systemic Disease through Retinal Imaging-Based Oculomics,Siegfried K Wagner,"Among the most noteworthy developments in ophthalmology over the last decade has been the emergence of quantifiable high-resolution imaging modalities, which are typically non-invasive, rapid and widely available. Such imaging is of unquestionable utility in the assessment of ocular disease however evidence is also mounting for its role in identifying ocular biomarkers of systemic disease, which we term oculomics. In this review, we highlight our current understanding of how retinal morphology evolves in two leading causes of global morbidity and mortality, cardiovascular disease and dementia. Population-based analyses have demonstrated the predictive value of retinal microvascular indices, as measured through fundus photography, in screening for heart attack and stroke. Similarly, the association between the structure of the neurosensory retina and prevalent neurodegenerative disease, in particular Alzheimer's disease, is now well-established. Given the growing size and complexity of emerging multimodal datasets, modern artificial intelligence techniques, such as deep learning, may provide the optimal opportunity to further characterize these associations, enhance our understanding of eye-body relationships and secure novel scalable approaches to the risk stratification of chronic complex disorders of ageing."
32704411,Artificial Intelligence in Retinopathy of Prematurity Diagnosis,Brittni A Scruggs,"Retinopathy of prematurity (ROP) is a leading cause of childhood blindness worldwide. The diagnosis of ROP is subclassified by zone, stage, and plus disease, with each area demonstrating significant intra- and interexpert subjectivity and disagreement. In addition to improved efficiencies for ROP screening, artificial intelligence may lead to automated, quantifiable, and objective diagnosis in ROP. This review focuses on the development of artificial intelligence for automated diagnosis of plus disease in ROP and highlights the clinical and technical challenges of both the development and implementation of artificial intelligence in the real world."
32704168,Novel application of an automated-machine learning development tool for predicting burn sepsis: proof of concept,Nam K Tran,"Sepsis is the primary cause of burn-related mortality and morbidity. Traditional indicators of sepsis exhibit poor performance when used in this unique population due to their underlying hypermetabolic and inflammatory response following burn injury. To address this challenge, we developed the Machine Intelligence Learning Optimizer (MILO), an automated machine learning (ML) platform, to automatically produce ML models for predicting burn sepsis. We conducted a retrospective analysis of 211 adult patients (age ≥ 18 years) with severe burn injury (≥ 20% total body surface area) to generate training and test datasets for ML applications. The MILO approach was compared against an exhaustive ""non-automated"" ML approach as well as standard statistical methods. For this study, traditional multivariate logistic regression (LR) identified seven predictors of burn sepsis when controlled for age and burn size (OR 2.8, 95% CI 1.99-4.04, P = 0.032). The area under the ROC (ROC-AUC) when using these seven predictors was 0.88. Next, the non-automated ML approach produced an optimal model based on LR using 16 out of the 23 features from the study dataset. Model accuracy was 86% with ROC-AUC of 0.96. In contrast, MILO identified a k-nearest neighbor-based model using only five features to be the best performer with an accuracy of 90% and a ROC-AUC of 0.96. Machine learning augments burn sepsis prediction. MILO identified models more quickly, with less required features, and found to be analytically superior to traditional ML approaches. Future studies are needed to clinically validate the performance of MILO-derived ML models for sepsis prediction."
32703538,Current Landscape of Imaging and the Potential Role for Artificial Intelligence in the Management of COVID-19,Faiq Shaikh,"The clinical management of COVID-19 is challenging. Medical imaging plays a critical role in the early detection, clinical monitoring and outcomes assessment of this disease. Chest x-ray radiography and computed tomography) are the standard imaging modalities used for the structural assessment of the disease status, while functional imaging (namely, positron emission tomography) has had limited application. Artificial intelligence can enhance the predictive power and utilization of these imaging approaches and new approaches focusing on detection, stratification and prognostication are showing encouraging results. We review the current landscape of these imaging modalities and artificial intelligence approaches as applied in COVID-19 management."
32703127,New Devices for Endoscopic Treatments in Gastroenterology: A Narrative Review,Manuele Furnari,"Endoscopy is in a period of continuous innovations in terms of image quality, endoscopes, post-processing software and lastly, application of Artificial Intelligence. Therapeutic boundaries have expanded, widening the grey zone between endoscopy and surgery, and increasing endoscopic approaches in clinical scenarios where, until a few years ago, surgery was the only option. New scopes and accessories have made it easier to access critical areas such as the biliary tree and the small bowel intestine. In the field of hepato-pancreato-biliary endoscopy (HPB), it is now possible to directly access the biliary ducts or cystic lesions though dedicated stents and scopes, rather than having to rely only on fluoroscopy and ultrasound, increasing the diagnostic and therapeutic options by applying a three-dimensional approach. This narrative review will give an overview of some of the most relevant emerging fields in luminal and HPB endoscopy, highlighting advantages and main limitations of the techniques, and providing considerations for future development."
32702895,Evaluation of an artificial intelligent hydrocephalus diagnosis model based on transfer learning,Weike Duan,"To design and develop artificial intelligence (AI) hydrocephalus (HYC) imaging diagnostic model using a transfer learning algorithm and evaluate its application in the diagnosis of HYC by non-contrast material-enhanced head computed tomographic (CT) images.A training and validation dataset of non-contrast material-enhanced head CT examinations that comprised of 1000 patients with HYC and 1000 normal people with no HYC accumulating to 28,500 images. Images were pre-processed, and the feature variables were labeled. The feature variables were extracted by the neural network for transfer learning. AI algorithm performance was tested on a separate dataset containing 250 examinations of HYC and 250 of normal. Resident, attending and consultant in the department of radiology were also tested with the test sets, their results were compared with the AI model.Final model performance for HYC showed 93.6% sensitivity (95% confidence interval: 77%, 97%) and 94.4% specificity (95% confidence interval: 79%, 98%), with area under the characteristic curve of 0.93. Accuracy rate of model, resident, attending, and consultant were 94.0%, 93.4%, 95.6%, and 97.0%.AI can effectively identify the characteristics of HYC from CT images of the brain and automatically analyze the images. In the future, AI can provide auxiliary diagnosis of image results and reduce the burden on junior doctors."
32702587,The ethics of AI in health care: A mapping review,Jessica Morley,"This article presents a mapping review of the literature concerning the ethics of artificial intelligence (AI) in health care. The goal of this review is to summarise current debates and identify open questions for future research. Five literature databases were searched to support the following research question: how can the primary ethical risks presented by AI-health be categorised, and what issues must policymakers, regulators and developers consider in order to be 'ethically mindful? A series of screening stages were carried out-for example, removing articles that focused on digital health in general (e.g. data sharing, data access, data privacy, surveillance/nudging, consent, ownership of health data, evidence of efficacy)-yielding a total of 156 papers that were included in the review. We find that ethical issues can be (a) epistemic, related to misguided, inconclusive or inscrutable evidence; (b) normative, related to unfair outcomes and transformative effectives; or (c) related to traceability. We further find that these ethical issues arise at six levels of abstraction: individual, interpersonal, group, institutional, and societal or sectoral. Finally, we outline a number of considerations for policymakers and regulators, mapping these to existing literature, and categorising each as epistemic, normative or traceability-related and at the relevant level of abstraction. Our goal is to inform policymakers, regulators and developers of what they must consider if they are to enable health and care systems to capitalise on the dual advantage of ethical AI; maximising the opportunities to cut costs, improve care, and improve the efficiency of health and care systems, whilst proactively avoiding the potential harms. We argue that if action is not swiftly taken in this regard, a new 'AI winter' could occur due to chilling effects related to a loss of public trust in the benefits of AI for health care."
32702381,"Influence and interaction of genetic, cognitive, neuroendocrine and personalistic markers to antidepressant response in Chinese patients with major depression",Yan Bi,"Objective: Despite there is a wide range of antidepressants available, with various mechanisms of actions, the efficacy of current therapeutic options is yet satisfactory. Previous shreds of evidence have indicated that genetics, cognitive, neuroendocrine, as well as personality factors, are all intrinsically linked and contribute to the diversity of treatment outcomes. We, therefore, sought to investigate this hypothesis in this study. Method: Based on 610 samples treated with a selection of serotonin reuptake inhibitor (SSRI), serotonin-norepinephrine reuptake inhibitors (SNRI), noradrenergic and specific serotonergic antidepressant (NaSSA) or tricyclic antidepressant (TCA), we compared the therapeutic effects of these four classes of drugs by survival analyses. Pharmacogenomic and survival analyses were carried out to explore the hereditary factors for curative effect and the accumulation of genetic factors was further discussed through pathway analysis and the global test. We built a machine learning-based prediction model that integrates genetic and non-genetic factors (including cognition, endocrinology, personality intelligence) to distinguish drug efficacy in single class drug situations. The values of the non-genetic makers after 6 weeks' treatment were collected to evaluate the efficacy of the model. Results: Our results from the 6-week antidepressant therapeutic study indicated that SSRI and SNRI are better treatments than those of TCA and NaSSA in the Chinese population. Among all possible paired single-agent survival analyses, citalopram and venlafaxine were more effective than mirtazapine. Allele C carriers at rs6354 (SLC6A4) and allele G carriers at rs12150214 (SLC6A4) were significantly prone to poorer treatment response to fluoxetine. Besides, the combination of three loci (rs929377-rs6191-rs32897) located in HPA pathway was significantly associated with the treatment outcome of fluoxetine. In female MDD patients, the minor allele of rs6323 and rs1137070 on the MAOA gene likely lead to a worse response to venlafaxine. Furthermore, genetic variants linked to drug efficacy tended to concentrate on the neurotrophin pathway in depressed patients comorbid with anxiety. From multivariate models, more severe cognitive deficits, psychopathic personality and lower levels of operational intelligence, and higher levels of cortisol predicted worse response status with SSRI or SNRI after 6-week treatment. Notably, genetic factors in the multi-dimensional prediction model for both classes of drugs include loci in HTR2A and CRHBP genes. Conclusion: SSRI and SNRI are more suitable for the treatment of Chinese people with depression. SLC6A4 genetic variants, as well as HPA pathway, play an important role in the fluoxetine antidepressant therapeutic response while the polymorphism of MAOA gene involved in the pharmacological action of venlafaxine among female MDD patients. The presence of anxiety in MDD patients was related to the neurotrophin pathway. Genetic, cognitive, neuroendocrine, and personality intelligence factors combined have an ensemble impact on the medication effect of patients with major depression, leading to more precise and personalized medicine for specific groups of people."
32701983,"Onwards and upwards: The development, piloting and validation of a new measure of academic tenacity- The Bolton Uni-Stride Scale (BUSS)",Chathurika Sewwandi Kannangara,"What factors determine success at University? For many years the construct of intelligence was felt to be critical. More recently, the construct of grit, has attracted the attention of many researchers, along with related concepts such as self-control, growth mind-sets and resilience. The authors of this paper have developed a specific measure of tenacity and self-composure, two constructs crucial to academic achievement. This measure comprises of 12 items drawn from the above constructs, but also including mental well-being and strengths use. In the first study, the authors report on the psychometric properties of the Bolton Uni-Stride Scale (BUSS). The new scale was administered to 1117 university students. Exploratory factor analysis (EFA) revealed two underlying factors, one labelled ""tenacity"" had seven items and accounted for 30% of the variance. The second was labelled ""self-composure,"" and accounted for 14% of the variance. In the second study the BUSS was given to 340 undergraduate students along with the Grit Scale, the Self-Control Scale, the Mind-sets Quiz, the Connor Davidson Resilience Scale (CD-RISC 10) and the short Warwick Edinburgh Mental Well-being Scale (WEMWBS). This study presented evidence for good internal consistency reliability (.74) and test-retest reliability over three weeks was .70 for Tenacity and .77 for Self-composure. BUSS Academic Tenacity correlated highly with grit (.63), self-control (.59), resilience (.52), mind-sets (.35) and mental well-being (.54). The study also evidences good discriminative validity of the BUSS. A second study conducted confirmatory factor analysis (CFA), explaining a total of 44% of the variance. The authors have shown good support for the reliability and validity of the BUSS scale. It now needs to be tested in other universities and in different countries. It is the contention of the authors that academic tenacity will be a better measure of academic success than other competing measures, such as grit, on their own. Further research is needed to test this assertion."
32701718,Where to next prostate-specific membrane antigen PET imaging frontiers?,Maarten L Donswijk,"Purpose of review: Technical improvements in imaging equipment and availability of radiotracers, such as PSMA-ligands have increased the synergy between Urology and Nuclear Medicine. Meanwhile artificial intelligence is introduced in Nuclear Imaging. This review will give an overview of recent technical and clinical developments and an outlook on application of these in the near future. Recent findings: Digital PET/CT has shown gradual improvement in lesion detection and demarcation over conventional PET/CT, but total-body PET/CT holds promise for a magnitude of improvement in scan duration and quality, quantification, and dose optimization. PET-guided decision-making with the application of PSMA-ligands has been shown useful in demonstrating and biopting primary prostate cancer (PCa) lesions, guiding radiotherapy, guiding surgical resection of recurrent PCa, and assessing therapy response in PCa. Artificial intelligence made its way into Nuclear Imaging just recently, but encouraging progress promises clinical application with unprecedented possibilities. Summary: Evidence is growing on clinical usefulness of PET-guided decision-making with the still relatively new PSMA ligands as a prime example. Rapid evolution of PET instrumentation and clinical introduction of artificial intelligence will be the gamechangers of nuclear imaging in the near future, though its powers should still be mastered and incorporated in clinical practice."
32701620,Developments in X-Ray Contrast Media and the Potential Impact on Computed Tomography,Laura Schöckel,"Over the past 120 years, continuous developments in medical imaging has improved diagnosis and treatment for many diseases and has thereby improved treatment outcome and quality of life of many patients. The number of computed tomography (CT) examinations is today increasing by 4% per year worldwide, for a total of approximately 300 million CT scans per year. About 40% of CT scans are contrast enhanced. Intravenous iodinated contrast media are commonly used for contrast enhancement in CT scans to evaluate diseases and determine treatment response. The current gold standards for intravenous x-ray contrast media in CT or interventional angiography are iodinated low- and iso-osmolar compounds such as iopromide, iohexol, or iodixanol. Both classes have similar and favorable efficacy and safety profiles. Although iodine is biologically inert, iodinated contrast media can cause adverse reactions. In the future, one possibility would be to develop iodine-free contrast media that are better suited to higher x-ray tube voltage ranges, allowing greater flexibility for scanning protocols and thus leading to techniques that can provide equivalent diagnostic value at lower doses of radiation. Iodine-free contrast media would in addition provide an alternative to the market standard that could offer benefits for patients with known reactions to low-osmolality contrast media or thyroid disorders. The development of a new contrast medium, however, needs to be put in context with all upcoming technological advances in x-ray and CT. New detector technologies and artificial intelligence algorithms will in the future also improve the CT image reconstruction enabling the reduction of contrast media and radiation doses."
32700939,Words or numbers? Communicating probability in intelligence analysis,Mandeep K Dhami,"Intelligence analysis is fundamentally an exercise in expert judgment made under conditions of uncertainty. These judgments are used to inform consequential decisions. Following the major intelligence failure that led to the 2003 war in Iraq, intelligence organizations implemented policies for communicating probability in their assessments. Virtually all chose to convey probability using standardized linguistic lexicons in which an ordered set of select probability terms (e.g., highly likely) is associated with numeric ranges (e.g., 80-90%). We review the benefits and drawbacks of this approach, drawing on psychological research on probability communication and studies that have examined the effectiveness of standardized lexicons. We further discuss how numeric probabilities can overcome many of the shortcomings of linguistic probabilities. Numeric probabilities are not without drawbacks (e.g., they are more difficult to elicit and may be misunderstood by receivers with poor numeracy). However, these drawbacks can be ameliorated with training and practice, whereas the pitfalls of linguistic probabilities are endemic to the approach. We propose that, on balance, the benefits of using numeric probabilities outweigh their drawbacks. Given the enormous costs associated with intelligence failure, the intelligence community should reconsider its reliance on using linguistic probabilities to convey probability in intelligence assessments. Our discussion also has implications for probability communication in other domains such as climate science. (PsycInfo Database Record (c) 2021 APA, all rights reserved)."
32700934,"Attention, impulsivity, and vigilance in agenesis of the corpus callosum",Warren S Brown,"Objective: Questions regarding the role of the corpus callosum in attention are raised by the reports of attention problems in some persons with agenesis of the corpus callosum (AgCC), as well as by abnormalities in callosal size in persons with attention-deficit/hyperactive disorder. The current study assessed inattention, impulsivity, and vigilance in individuals with AgCC. Method: These domains of attention were assessed using the Conners' Continuous Performance Test II in 18 older adolescents and adults (ages 16-52) with complete AgCC and normal intelligence (full scale intelligence quotient > 80). Scores were converted to T scores using age-specific norms and assessed for departure from the normative sample. Results: Scores were significantly elevated in older adolescents with AgCC for errors of commission (p = .050, d = 0.55) and detectability (p = .03, d = 0.58). Older adolescents were worse than adults for commissions (p = .06, ηp² = .201) and detectability (p = .03, ηp² = .273). Also, male individuals had significantly higher (worse) scores than did female in vigilance (p = .01, ηp² = .337). Conclusion: These results suggest moderate levels of difficulties in sustained attention in AgCC, particularly in maintaining response inhibition and in vigilance, that are modulated by age and sex. (PsycInfo Database Record (c) 2020 APA, all rights reserved)."
32700925,A toolbox approach to improving the measurement of attention control,Christopher Draheim,"Cognitive tasks that produce reliable and robust effects at the group level often fail to yield reliable and valid individual differences. An ongoing debate among attention researchers is whether conflict resolution mechanisms are task-specific or domain-general, and the lack of correlation between most attention measures seems to favor the view that attention control is not a unitary concept. We have argued that the use of difference scores, particularly in reaction time (RT), is the primary cause of null and conflicting results at the individual differences level, and that methodological issues with existing tasks preclude making strong theoretical conclusions. The present article is an empirical test of this view in which we used a toolbox approach to develop and validate new tasks hypothesized to reflect attention processes. Here, we administered existing, modified, and new attention tasks to over 400 participants (final N = 396). Compared with the traditional Stroop and flanker tasks, performance on the accuracy-based measures was more reliable, had stronger intercorrelations, formed a more coherent latent factor, and had stronger associations to measures of working memory capacity and fluid intelligence. Further, attention control fully accounted for the relationship between working memory capacity and fluid intelligence. These results show that accuracy-based measures can be better suited to individual differences investigations than traditional RT tasks, particularly when the goal is to maximize prediction. We conclude that attention control is a unitary concept. (PsycInfo Database Record (c) 2021 APA, all rights reserved)."
32700519,Programmable Digital Liquid Metal Droplets in Reconfigurable Magnetic Fields,Xiangpeng Li,"Gallium-based liquid metals exhibit excellent locomotion and deformation capabilities under external stimuli and has potential in developing intelligent robots. Programing the locomotion and morphology of the Liquid metal (LM) to endow it with functionalities and intelligence as robots is charming but remains challenging. In this study, we develop a programmable digital LM (PDLM) control platform that can realize versatile locomotion and morphological manipulation of magnetic LM (MLM) droplets using arrays of electromagnets. We demonstrate on-demand transportation, deformation, breakup, and merging of multiple MLM droplets simultaneously and precisely. We find that the intriguing behaviors of MLM under a magnetic field are due to the interplay of surface tension and magnetic forces. Furthermore, we present a functional cooperative droplet robot by equipping the MLM droplets with three-dimensionally printed microtool modules. We show that both the position and orientation of a rod-shaped object can be precisely manipulated by the cooperation of the MLM droplet robots. More interestingly, we explore the capability of the MLM droplet robots for cooperatively handling a copper wire to connect and disconnect electronic circuits. Finally, we demonstrate that the PDLM control platform is capable of programing a group of MLM droplets to accomplish a digital display task. We believe that the PDLM control system presents a promising potential in developing LM-based reconfigurable circuits, digital display systems, and biomimetic soft robotic systems with high controllability, multifunctionalities, and intelligence."
32700308,Psychological adaptation in children with autism spectrum disorder and its effect on family quality of life],D Garrido,"Introduction: In most children with autism spectrum disorder (ASD), other difficulties that do not fall within the diagnostic criteria arose, and could have an impact on family quality of life. Previous research has shown several relationships among these variables and family quality of life, however results are contradictories. Aim: To examine the role of psychological adaptation (including emotional symptoms, behavioral problems, hyperactivity, problems with peers, and prosocial behavior) in children with ASD and typical development, and its impact on family quality of life. Subjects and methods: Twenty-four families of children with ASD (level 1 of support) and 25 families of children with typical development between 6 and 13 years old. We have considered diagnosis of Asperger syndrome (following DSM-IV-TR) with ASD-level 1 of support (following DSM-5). We have evaluated intelligence, vocabulary, adaptive behavior, and family quality of life. Results: We have found significant differences in those variables related to psychological adaptation, and in some components of the family quality of life (family interaction, physical and emotional wellbeing). In our regression model, prosocial behaviors and the group were the main predictors of satisfaction on family quality of life. Conclusion: It is important to pay attention to the prosocial behaviors in ASD due to its potential protective effect."
32699519,Digital technology and social change: the digital transformation of society from a historical perspective,Martin Hilbert,"Digital technology, including its omnipresent connectedness and its powerful artificial intelligence, is the most recent long wave of humanity's socioeconomic evolution. The first technological revolutions go all the way back to the Stone, Bronze, and Iron Ages, when the transformation of material was the driving force in the Schumpeterian process of creative destruction. A second metaparadigm of societal modernization was dedicated to the transformation of energy (aka the ""industrial revolutions""), including water, steam, electric, and combustion power. The current metaparadigm focuses on the transformation of information. Less than 1% of the world's technologically stored information was in digital format in the late 1980s, surpassing more than 99% by 2012. Every 2.5 to 3 years, humanity is able to store more information than since the beginning of civilization. The current age focuses on algorithms that automate the conversion of data into actionable knowledge. This article reviews the underlying theoretical framework and some accompanying data from the perspective of innovation theory. ."
32699518,Brain health consequences of digital technology use,Gary W Small,"Emerging scientific evidence indicates that frequent digital technology use has a significant impact-both negative and positive-on brain function and behavior. Potential harmful effects of extensive screen time and technology use include heightened attention-deficit symptoms, impaired emotional and social intelligence, technology addiction, social isolation, impaired brain development, and disrupted sleep. However, various apps, videogames, and other online tools may benefit brain health. Functional imaging scans show that internet-naive older adults who learn to search online show significant increases in brain neural activity during simulated internet searches. Certain computer programs and videogames may improve memory, multitasking skills, fluid intelligence, and other cognitive abilities. Some apps and digital tools offer mental health interventions providing self-management, monitoring, skills training, and other interventions that may improve mood and behavior. Additional research on the positive and negative brain health effects of technology is needed to elucidate mechanisms and underlying causal relationships. ."
32699502,Fractures in the framework: limitations of classification systems in psychiatry,Munira Kapadia,"This article examines the limitations of existing classification systems from the historical, cultural, political, and legal perspectives. It covers the evolution of classification systems with particular emphasis on the DSM and ICD systems. While pointing out the inherent Western bias in these systems, it highlights the potential of misuse of these systems to subserve other agendas. It raises concerns about the reliability, validity, comorbidity, and heterogeneity within diagnostic categories of contemporary classification systems. Finally, it postulates future directions in alternative methods of diagnosis and classification factoring in advances in artificial intelligence, machine learning, genetic testing, and brain imaging. In conclusion, it emphasizes the need to go beyond the limitations inherent in classifications systems to provide more relevant diagnoses and effective treatments. ."
32699167,Artificial intelligence mobile health platform for early detection of COVID-19 in quarantine subjects using a wearable biosensor: protocol for a randomised controlled trial,Chun Ka Wong,"Introduction: There is an outbreak of COVID-19 worldwide. As there is no effective therapy or vaccine yet, rigorous implementation of traditional public health measures such as isolation and quarantine remains the most effective tool to control the outbreak. When an asymptomatic individual with COVID-19 exposure is being quarantined, it is necessary to perform temperature and symptom surveillance. As such surveillance is intermittent in nature and highly dependent on self-discipline, it has limited effectiveness. Advances in biosensor technologies made it possible to continuously monitor physiological parameters using wearable biosensors with a variety of form factors. Objective: To explore the potential of using wearable biosensors to continuously monitor multidimensional physiological parameters for early detection of COVID-19 clinical progression. Method: This randomised controlled open-labelled trial will involve 200-1000 asymptomatic subjects with close COVID-19 contact under mandatory quarantine at designated facilities in Hong Kong. Subjects will be randomised to receive a remote monitoring strategy (intervention group) or standard strategy (control group) in a 1:1 ratio during the 14 day-quarantine period. In addition to fever and symptom surveillance in the control group, subjects in the intervention group will wear wearable biosensors on their arms to continuously monitor skin temperature, respiratory rate, blood pressure, pulse rate, blood oxygen saturation and daily activities. These physiological parameters will be transferred in real time to a smartphone application called Biovitals Sentinel. These data will then be processed using a cloud-based multivariate physiology analytics engine called Biovitals to detect subtle physiological changes. The results will be displayed on a web-based dashboard for clinicians' review. The primary outcome is the time to diagnosis of COVID-19. Ethics and dissemination: Ethical approval has been obtained from institutional review boards at the study sites. Results will be published in peer-reviewed journals."
32698936,It Must have been Burnout: Prevalence and Related Factors among Spanish PhD Students,Miguel A Sorrel,"Recent studies in different countries indicate that PhD students are more vulnerable to psychological disorders compared to the general population. No such data are available for the Spanish population. This study addresses this issue by studying prevalence rates and factors related to a common response to prolonged stress such as burnout syndrome. Burnout, emotional abilities, resilience, satisfaction with the dissertation advisor, and sociodemographic data were collected from 305 PhD students. The results indicated that the burnout rates are high in this group, especially for the emotional exhaustion dimension. Different linear regression models explained between 14% and 41% of the overall burnout scores variance and its dimensions. The psychological variables and the satisfaction with the dissertation advisor were the most relevant predictors. Consistent with what has been found in other countries, the evidence found indicates that the mental state of PhD students in Spain is alarming. The results of this study have important implications for the design and implementation of interventions to alleviate this problem."
32698869,Use of AI-based tools for healthcare purposes: a survey study from consumers' perspectives,Pouyan Esmaeilzadeh,"Background: Several studies highlight the effects of artificial intelligence (AI) systems on healthcare delivery. AI-based tools may improve prognosis, diagnostics, and care planning. It is believed that AI will be an integral part of healthcare services in the near future and will be incorporated into several aspects of clinical care. Thus, many technology companies and governmental projects have invested in producing AI-based clinical tools and medical applications. Patients can be one of the most important beneficiaries and users of AI-based applications whose perceptions may affect the widespread use of AI-based tools. Patients should be ensured that they will not be harmed by AI-based devices, and instead, they will be benefited by using AI technology for healthcare purposes. Although AI can enhance healthcare outcomes, possible dimensions of concerns and risks should be addressed before its integration with routine clinical care. Methods: We develop a model mainly based on value perceptions due to the specificity of the healthcare field. This study aims at examining the perceived benefits and risks of AI medical devices with clinical decision support (CDS) features from consumers' perspectives. We use an online survey to collect data from 307 individuals in the United States. Results: The proposed model identifies the sources of motivation and pressure for patients in the development of AI-based devices. The results show that technological, ethical (trust factors), and regulatory concerns significantly contribute to the perceived risks of using AI applications in healthcare. Of the three categories, technological concerns (i.e., performance and communication feature) are found to be the most significant predictors of risk beliefs. Conclusions: This study sheds more light on factors affecting perceived risks and proposes some recommendations on how to practically reduce these concerns. The findings of this study provide implications for research and practice in the area of AI-based CDS. Regulatory agencies, in cooperation with healthcare institutions, should establish normative standard and evaluation guidelines for the implementation and use of AI in healthcare. Regular audits and ongoing monitoring and reporting systems can be used to continuously evaluate the safety, quality, transparency, and ethical factors of AI-based services."
32698834,Clinician-centric diagnosis of rare genetic diseases: performance of a gene pertinence metric in decision support for clinicians,Michael M Segal,"Background: In diagnosis of rare genetic diseases we face a decision as to the degree to which the sequencing lab offers one or more diagnoses based on clinical input provided by the clinician, or the clinician reaches a diagnosis based on the complete set of variants provided by the lab. We tested a software approach to assist the clinician in making the diagnosis based on clinical findings and an annotated genomic variant table, using cases already solved using less automated processes. Results: For the 81 cases studied (involving 216 individuals), 70 had genetic abnormalities with phenotypes previously described in the literature, and 11 were not described in the literature at the time of analysis (""discovery genes""). These included cases beyond a trio, including ones with different variants in the same gene. In 100% of cases the abnormality was recognized. Of the 70, the abnormality was ranked #1 in 94% of cases, with an average rank 1.1 for all cases. Large CNVs could be analyzed in an integrated analysis, performed in 24 of the cases. The process is rapid enough to allow for periodic reanalysis of unsolved cases. Conclusions: A clinician-friendly environment for clinical correlation can be provided to clinicians who are best positioned to have the clinical information needed for this interpretation."
